tweet_no,count,hate_speech,offensive_language,neither,class,tweet
15848,3,0,3,0,1,rt mention these old hoe is madddd that mention and mention slayed they attire hashtag hashtag hashtag
15849,6,0,6,0,1,rt mention hashtag are you twelvehashtag yeah on a scale of one to ten bitch
15850,3,0,3,0,1,rt mention scientist recently discovered that bitch do in fact be trippin
15851,6,0,6,0,1,rt mention texting bitch at  making their wish come true
15852,9,0,9,0,1,rt mention how ugly bitch take selfies hashtag httplink
15853,3,0,3,0,1,rt mention mention mention mention mannn we had hoe like that wen i wa in school they all had baby dahashtag
15854,3,0,3,0,1,rt mention bitch fucking fuck brandeis go o connor fuck o connor fuck brandeis just kidding htown helotes flex bitch hashtag hashtag
15855,3,0,0,3,2,rt mention cowboy trash againthe nfl is bike to normal
15856,3,0,3,0,1,rt mention my brother want to put on an asshole persona just to get femalesthat what happens when you let pussy control you youhashtag
15857,3,0,3,0,1,rt mention top ten rapper with no hoe hopsin lupe canibus imt childish g papoose hopsin again joell ortiz krs hashtag
15858,3,0,0,3,2,rt mention allied soldier mock hitler atop his balcony at the reich chancellery by fred ramage  httplink
15859,3,0,3,0,1,rt mention hit blunt bruh if she tell me to go text my other hoe but shes one of my hoe do i keep texting her httplink
15860,3,0,0,3,2,rt mention rt mention ok im watching mook v luxneither of them wa good but mook won  this wasnt close to me v hitmhashtag
15861,3,0,3,0,1,rt mention hit blunt bruh if she tell me to go text my other hoe but shes one of my hoe do i keep texting her httplink
15862,3,0,3,0,1,rt mention i have sex with a lot of guy but im not a hoeand i can sell crack to people and not be a drug dealer foh hoe
15863,3,0,3,0,1,rt mention if ya girl text back slow you gotta hit her with the so who else you texting watch that bitch get more defensive than dwighashtag
15864,3,1,2,0,1,rt mention you ever call your ex while youre fucking your side bitch yea im gonna do that later
15865,3,2,1,0,0,rt mention while the men will often be rambling and retarded the woman will appear trashy and tipsy lawless and lustful httplink
15866,3,0,0,3,2,rt mention mention mention hashtag amos  can two walk together unless they are agreed hashtag hashtag
15867,3,0,0,3,2,rt mention thats for the bird
15868,3,0,2,1,1,rt mention playoff hockey suck dude have a snicker youre retarded when youre hungry
15869,3,0,3,0,1,rt mention dont trust these hoe httplink
15870,3,0,3,0,1,rt mention lot of bankroll hashtag hoe hashtag
15871,3,1,2,0,1,rt mention these hoe like nigga that spend money not talk about it
15872,3,0,0,3,2,rt mention i like how i found out that you can now edit facebook comment through a trending topic on twitter you think id hear abo
15873,3,0,3,0,1,rt mention hashtag damn these bitch in middle school look grown af in these nudeshashtag
15874,3,0,3,0,1,rt mention isnt it funny that the people who call me fat ugly a whore stupid a cunt a bitch etc are the same one whining abohashtag
15875,3,0,3,0,1,rt mention i want a real relationship hashtag no game no lie no side hoe just me and you hashtag
15876,3,0,2,1,1,rt mention rt hashtag lawd jesus this cant be realhashtag httplink to ghetto to be real lol
15878,3,0,3,0,1,rt mention hashtag if you attractive everyby will believe you have the niggasbitches regardless of if you really do or do not
15879,3,0,0,3,2,rt mention jihadi work accident  taliban fighter killed when their ied detonated prematurelyhashtag httplink hashtag
15880,3,0,3,0,1,rt mention hashtag im not ready to see yall hoe tweet new year new me hashtag
15881,3,2,1,0,0,rt mention mention lmfaoo never i be dolo i dont got no nigga for my old hoe fuck all them hashtag
15882,3,0,3,0,1,rt mention  rt mention me rt mention the fat bitch who fat but think she thick and a big fine
15883,3,0,3,0,1,rt mention side hoe get no love thotology 
15884,3,0,3,0,1,rt mention thou shall have no type bad bitch is thee only thing thou shall like herassfat 
15885,3,0,3,0,1,rt mention and on the th day god said these hoe are for everybody
15886,3,0,0,3,2,rt mention last name sinner first name imma like ur pancake in tha mornin he got u covered like aunt jemima
15887,3,2,1,0,0,rt mention why ya nigga be gassin these wack as bitch hashtag
15888,3,0,1,2,2,rt mention mention  brownie point for you
15889,3,0,3,0,1,rt mention main reason why i aint got no girl cause i aint never found not  bitch who tryna get money wit me all yall hoe likehashtag
15890,3,0,3,0,1,rt mention de bitch swear dey faithful
15891,3,0,3,0,1,rt mention a girl know when a bitch like her boyfriend hashtag
15892,3,0,3,0,1,rt mention fuck twerking bitch can you cook
15893,3,0,3,0,1,rt mention i call my penis the titanic because so many bitch went down on it
15894,3,1,2,0,1,rt mention your opinion is irrelevant because you are a cunt
15895,3,0,1,2,2,rt mention a girl tweeted you might be ghetto if u bring food from outside into the movie no u might be stupid if u pay  for ahashtag
15896,3,0,3,0,1,rt mention hashtag brandon is so annoyinghashtag a lil bitch
15897,3,0,1,2,2,rt mention mention hashtag ghetto as mofos
15898,3,1,2,0,1,rt mention is it a crime if a nigga just wanna eat pussy
15899,6,0,0,6,2,rt mention if you dont like my tweet with my belief in jesus christ please respect it but dont mock it or make negative remarkshashtag
15900,3,0,3,0,1,rt mention keshawn martin is soooooooooo fucking trash
15901,3,0,3,0,1,rt mention hoe be going through depression when they dude in jail bc other female gettn told the same shit they all need to be therehashtag
15902,3,0,0,3,2,rt mention obama i will always do what is necessary to protect the american people and defend against evolving threat to our hohashtag
15903,3,0,3,0,1,rt mention i love a bad bitch with a attitude idk why but a cutie thats a savage is sexy a fuck
15904,3,0,3,0,1,rt mention im avoiding commitment because these hoe aint loyal
15905,3,0,3,0,1,rt mention bruuuuuuh hashtag hashtag kobe last night yelling at dwight howard you a bitch as n httplink
15906,3,1,2,0,1,rt mention fam hashtag you a faggot for kicking a field goal rt mention just got beat  to  in maddenhashtag
15907,3,0,1,2,2,rt mention this would never happen at a noncolored award show mention httplink
15908,3,0,3,0,1,rt mention hashtag rt mention mention mention mention i ainhashtag tryna see mention nigger leg in a bikini hashtag
15909,3,0,3,0,1,rt mention we cant be cool if you gonna be a little bitch all the time
15910,3,0,3,0,1,rt mention so if her leg dont rub together that mean her pwoosy is trash i just heard this
15911,3,0,3,0,1,rt mention if she doesnt take it in the as tell the bitch youll pas
15912,6,0,6,0,1,rt mention retweet if you fucked someone bitch
15913,3,0,3,0,1,rt mention i never understood that whole pissin on a bitch trend that wa going roundi like my bitch clean mayne
15914,3,0,3,0,1,rt mention i just roasted a hoe
15915,3,2,1,0,0,rt mention african colored car i push niggerous whip
15916,9,0,0,9,2,rt mention charlie sheen is the man lol httplink
15917,3,0,3,0,1,rt mention attention legging aint for everybody especially you hippo looking hoe
15918,3,0,3,0,1,rt mention im not saying shes a hoe but shes been on more wiener than heinz ketchup
15919,3,0,3,0,1,rt mention we gotta get rid of trash as alex smith
15920,3,1,2,0,1,rt mention what happened to the old wigga the gonorrhea one
15921,3,2,1,0,0,rt mention nigga screamed like a lil bitch lol httplink
15922,3,1,2,0,1,rt mention my chink as eye hashtag
15923,3,0,3,0,1,rt mention yung berg did a bitch move hashtag
15924,3,0,3,0,1,rt mention if you tell her the dick good she gone wanna try tell her it wack she gone wanna see for herself a hoe gone be a hhashtag
15925,3,0,3,0,1,rt mention hashtag rt mention yea i got big hand lol im a big bitch  lol im not gon have small hand hashtag
15926,3,0,3,0,1,rt mention too many bitch strictly rely on their look cant bring nothing to the table but  like and an iphone hashtag
15927,6,0,6,0,1,rt mention it like the guy that asks for your number and then say you ugly and a bitch when you say nohashtag
15928,3,0,3,0,1,rt mention mention real shiit my niggah hashtag
15929,3,0,3,0,1,rt mention i dont luv deez hoe at allhashtag
15930,3,0,2,1,1,rt mention omg the two monkey twin had never to call another girl ugly they got thicker mustache then me hashtag
15931,3,0,3,0,1,rt mention mention u a bitch shorty hashtag hashtag
15932,3,1,2,0,1,rt mention dont bitch then get mad when i stop trying lol
15933,3,0,3,0,1,rt mention chrisbrown a bitch  hittin a woman jayz a bitch  lettin a woman hit him bitch needa make up ya mind hashtag yah want yah ahashtag
15934,3,0,3,0,1,rt mention when bitch say that your dick game is stupid httplink
15935,3,1,2,0,1,rt mention mention that hoe starleasha i heard she give uh nigga good as education lmao
15936,3,0,3,0,1,rt mention mention bitch where u been
15937,3,0,3,0,1,rt mention ion put shit pas a bitch
15938,3,0,0,3,2,rt mention if you not gator you gator bait hashtag
15939,3,0,3,0,1,rt mention mention mention boy wat in dat bitch eatin lunch err other dayim tellin ya
15940,3,0,1,2,2,rt mention food be goodexcept that rice they cook that bitch on monday for the week tootsies
15941,3,0,3,0,1,rt mention rough face hoe be having all the kidswho did this to uhashtag self esteem issuesmore kid secured love
15942,3,0,3,0,1,rt mention leave ya kid unattended cause u wanna turn up i hate u fertile hoe
15943,3,0,3,0,1,rt mention good pussy will make a nigga cum quick shit be over faster than a vine video
15944,3,0,3,0,1,rt mention it aint nothing to hashtag that bitch off hashtag
15945,3,0,3,0,1,rt mention mention um httplink exactly how most of these hoe twat is setup
15946,3,0,3,0,1,rt mention i play wit pussy not these nigga
15947,3,1,2,0,1,rt mention nigga be on here with these captain obvious as tweet about how to treat woman and these lonely low self esteem hoe be eahashtag
15948,3,0,3,0,1,rt mention nun but bad bitch link up tonight hashtag finna go crazy
15949,3,0,3,0,1,rt mention any man who order a  inch sandwich at subway is a pussy bitch hashtag
15950,3,0,3,0,1,rt mention from both k michelle and keyshia cole lol mention more bitter hurt bitch music on the horizon
15951,6,0,6,0,1,rt mention if you open a cold beer and it becomes warm before you finish it youre a bitch
15952,3,0,3,0,1,rt mention  time outta  a bitch gonna know if she a hoe or not
15953,6,0,5,1,1,rt mention if you wa a hoe yesterday youll be a hoe tomorrow
15954,3,0,3,0,1,rt mention lmao hashtag a hoe best excuse is it just happened lol no you being a hoe just happened it okay to admit ithashtag
15955,6,1,4,1,1,rt mention she eating pussy but dont eat vegetable
15956,3,1,2,0,1,rt mention you hoe dont deserve the respect you ask for
15957,3,0,2,1,1,rt mention these hoe turn into contortionist just so u can see their as their smile in the same picture smh it hard work thirhashtag
15959,3,0,3,0,1,rt mention when u love her none of them hoe matter
15960,3,0,0,3,2,rt mention my anaconda dont hashtag my anaconda dont hashtag my anaconda dont hashtag hashtag want hashtag none hashtag unless hashtag you hashtag got hashtag bunz hashtag hashtag
15961,3,1,2,0,1,rt mention the hoe yall chase want me hashtag
15962,3,0,3,0,1,rt mention you fuck a girl longer then  min you still aint bustshe gotta busted loose as pussy
15963,3,0,0,3,2,rt mention should of been a cork sole rt mention why is there no cork on the wtl xi
15964,3,1,2,0,1,rt mention to be honest nigga are the biggest roach these day they be with bitch just to have someone to put shit in their hashtag
15965,9,0,9,0,1,rt mention feeling are a bitch to fucking control
15966,3,0,3,0,1,rt mention message to the homiesdont blow a good girl having hoe is childishin the end they do nothing for you either
15967,3,0,2,1,1,rt mention miami isnt a good city at alldont believe the shit you see on tv that city is trash
15968,3,0,3,0,1,rt mention only a black man can make you feel inferior to a hoe with a  gpa and no future simply because she ha a fat as andhashtag
15969,3,0,0,3,2,rt mention redskin gonna win and thats all im saying for the night
15970,3,0,1,2,2,rt mention shhhhhashtag wrap yourself around me let me kiss the bruise on your heart lick your unhealed wound and taste the raw wild hohashtag
15971,3,0,3,0,1,rt mention hashtag with these bitch glad i met these fuck mention mention mention hashtag httplink
